GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
160328,9182A088-58DB-45FC-A54B-6D54257D6A43,Carrying a selfish genetic element predicts increased migration propensity in free-living wild house mice,Data are published in the supplemental material,10.1098/rspb.2018.1333,2018-10-03,http://rspb.royalsocietypublishing.org/content/285/1888/20181333.figures-only,Proceedings of the Royal Society B
173071,B965C28D-98AE-48BF-A527-FE4DC3B31AAA,Blood CXCR3+ CD4 T Cells Are Enriched in Inducible Replication Competent HIV in Aviremic Antiretroviral Therapy-Treated Individuals,nan,10.3389/fimmu.2018.00144,2018-02-05,https://www.ncbi.nlm.nih.gov/nuccore/MG755825,genbank MG755825-MG756598
169906,4DA28B05-1FF5-4CEC-81A9-26532E226A17,Passivity-based-Voltage-and-Frequency-Stabilization-in-AC-microgrids,nan,DOI:10.5281/zenodo.5560323,,https://github.com/DecodEPFL/Passivity-based-Voltage-and-Frequency-Stabilization-in-AC-microgrids,github
169906,8E440125-000F-44F0-998A-6F8435009738,attack_detection_DCmG_simulations,nan,DOI: 10.5281/zenodo.5557733,,https://github.com/DecodEPFL/attack_detection_DCmG_simulations,github
169906,E3BA9C94-6315-4801-A41E-A50774098034,DD_UIO_simulations,"Simulation files for the L-CSS 2022 paper ""Data-driven Unknown-input Observers and State Estimation""",10.5281/zenodo.5557293,,https://github.com/DecodEPFL/DD_UIO_simulations,github
169906,F5324CFA-B64C-44FC-A48B-AB42FD85AA01,consensusability_simulations,nan,DOI: 10.5281/zenodo.5557740,,https://github.com/DecodEPFL/consensusability_simulations,github
169906,2C43222A-159B-4379-8992-FF010A9A5830,On-Existence-of-Equilibria-Voltage-Balancing-and-Current-Sharing-in-Consensus-Based-DC-Microgrids,nan,DOI:10.5281/zenodo.5560845,,https://github.com/DecodEPFL/On-Existence-of-Equilibria-Voltage-Balancing-and-Current-Sharing-in-Consensus-Based-DC-Microgrids,github
169906,77C022F7-9FAA-46D7-A9F2-BB538657B70E,DD_tracking_control_simulations,nan,DOI:10.5281/zenodo.5557729,,https://github.com/DecodEPFL/DD_tracking_control_simulations,github
169906,55A1AEBD-D8C5-4330-B054-BDFB3B42378C,Hierarchical-control-in-islanded-DC-microgrids-with-flexible-structures,nan,doi:10.5281/zenodo.5560319,,https://github.com/DecodEPFL/Hierarchical-control-in-islanded-DC-microgrids-with-flexible-structures,github
170163,EC35C723-7989-48E5-83E5-797A06305023,"Test-retest reliability of robot-assisted assessments of hand proprioceptive, motor and sensorimotor impairments - DATASET",nan,10.3929/ethz-b-000490788,2020-11-18,https://www.research-collection.ethz.ch/handle/20.500.11850/490788,ETH Zürich Research Collection
146217,A1FDA390-73E6-41E9-94F0-2EFF3B723833,Bedgraph Files for Genome-Wide DNA Methylation Aanalyses in the Maternal Immune Activation Model,nan,doi: 10.1016/j.biopsych.2016.08.010,,https://ars.els-cdn.com/content/image/1-s2.0-S0006322316326713-mmc3.zip,Biological Psychiatry_Supplement
146217,3FBC1119-7D57-415E-A826-6CA2C8A0BBC1,FASTQ files of RNAseq Data in the Maternal Immune Activation Model,nan,PRJEB12581,,https://www.ebi.ac.uk/ena/data/search?query=PRJEB12581,European Nucleotide Archive
164336,A31B2D1F-7092-4EA6-8177-91BD15438F77,https://www.idiap.ch/dataset/odessa,"The database contains 42 conversations in English between 2 speakers. Thetotal number of speakers is 14. All participants have signed consent form byagreeing for the collected data to be used for research purposes. The conversationscenario includes the two speakers reading scripted lines from the script preparedin advance. There is no cross talk between speakers. Each of the speakers useda PC to connect. Each recording session is a brief transcribed VoIP conversationbetween two speakers. The session manager used third PC to record the sessionwhile muting himself.All audio les are manually annotated by Idiap and the ground truth is storedin Text and RTTM formats. The annotations include the beginnings and ends ofthe speech for each speaker with local and global speaker IDs. Each transcribedreference is associated with its corresponding session, so that the database couldalso be used for speech diarization, speech recognition, speaker recognition, andlow=latency speaker spotting tasks.",ODESSA,2019-01-17,https://www.idiap.ch/dataset/odessa,ODESSA
172506,281E21D4-D565-4738-8979-4E2BFEE03A20,Dual stable isotopic methane (δ¹³CH4 and dD(CH4)) records from four Antarctic ice cores,"Atmospheric methane (CH4) records reconstructed from polar ice cores represent a integrated view on processes predominantly taking place in the terrestrial biogeosphere. Here we present dual stable isotopic methane records (d13CH4 and dD(CH4)) from four Antarctic ice cores, which provide improved constraints on past changes in natural methane sources. Our isotope data show that tropical wetlands and seasonally inundated floodplains are most likely the controlling sources of atmospheric methane variations for the current and two older interglacials and their preceding glacial maxima. The changes in these sources are steered by variations in temperature, precipitation and the water table, as modulated by insolation, (local) sea level and monsoon intensity. Based on our new dD(CH4) constraint, it appears that geologic emissions of methane may play a steady but only minor role in atmospheric CH4 changes, and that the glacial budget is not dominated by these sources. Superimposed on the glacial/interglacial variations is a marked difference in both isotope records, with systematically higher values during the last 25,000 years compared to older time periods. This shift cannot be explained by climatic changes. Rather, our isotopic methane budget points to a marked increase in fire activity, possibly due to biome changes and accumulation of fuel related to the late Pleistocene megafauna extinction, which took place in the course of the last glacial.",https://doi.pangaea.de/10.1594/PANGAEA.873918,2017-06-01,https://doi.pangaea.de/10.1594/PANGAEA.873918,PANGAEA
172506,0797D34C-74D5-424F-AA75-517559DBC2C5,Mechanisms of millennial-scale atmospheric CO2 change in numerical model simulations,"Numerical models are important tools for understanding the processes and feedbacks in the Earth system, including those involving changes in atmospheric CO2 (CO2,atm) concentrations. Here, we compile 55 published model studies (consisting of 778 individual simulations) that assess the impact of six forcing mechanisms on millennial-scale CO2,atm variations: changes in freshwater supply to the North Atlantic and Southern Ocean, the strength and position of the southern-hemisphere westerlies, Antarctic sea ice extent, and aeolian dust fluxes. We generally find agreement on the direction of simulated CO2,atm change across simulations, but the amplitude of change is inconsistent, primarily due to the different complexities of the model representation of Earth system processes. When freshwater is added to the North Atlantic, a reduced Atlantic Meridional Overturning Circulation (AMOC) is generally accompanied by an increase in Southern Ocean- and Pacific overturning, reduced Antarctic sea ice extent, spatially varying export production, and changes in carbon storage in the Atlantic (rising), in other ocean basins (generally decreasing) and on land (more varied). Positive or negative CO2,atm changes are simulated during AMOC minima due to a spatially and temporally varying dominance of individual terrestrial and oceanic drivers (and compensating effects between them) across the different models. In contrast, AMOC recoveries are often accompanied by rising CO2,atm levels, which are mostly driven by ocean carbon release (albeit from different regions). The magnitude of simulated CO2,atm rise broadly scales with the duration of the AMOC perturbation (i.e., the stadial length). When freshwater is added to the Southern Ocean, reduced deep-ocean ventilation drives a CO2,atm drop via reduced carbon release from the Southern Ocean. Although the impacts of shifted southern-hemisphere westerlies are inconsistent across model simulations, their intensification raises CO2,atm via enhanced Southern Ocean Ekman pumping. Increased supply of aeolian dust to the ocean, and thus iron fertilisation of marine productivity, consistently lowers modelled CO2,atm concentrations via more efficient nutrient utilisation. The magnitude of CO2,atm change in response to dust flux variations, however, largely depends on the complexity of models' marine ecosystem and iron cycle. This especially applies to simulations forced by Antarctic sea ice changes, in which the direction of simulated CO2,atm change varies greatly across model hierarchies. Our compilation highlights that no single (forcing) mechanism can explain observed past millennial-scale CO2,atm variability, and identifies important future needs in coupled carbon cycle-climate modelling to better understand the mechanisms governing CO2,atm changes in the past.",https://doi.org/10.1016/j.quascirev.2019.05.013.,2016-05-15,https://doi.org/10.1016/j.quascirev.2019.05.013,Quaternary Science reviews
172506,3948CB1B-823C-45DF-886E-521EF8A3D92C,"Compilations and splined-smoothed calculations of continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum","Continuous records of the atmospheric greenhouse gases (GHGs) CO2, CH4, and N2O are necessary input data for transient climate simulations and their related radiative forcing important components in analyses of climate sensitivity and feedbacks. Since the available data from ice cores are discontinuous and partly ambiguous a well-documented decision process during data compilation followed by some interpolating post-processing are necessary to obtain those desired time series. Here we document our best-guess data compilation of published ice core records and recent measurements on firn air and atmospheric samples covering the time window from the penultimate glacial maximum (approx. 156 kyr BP) to 2016 CE. A smoothing spline method is applied to translate the discrete and irregularly spaced data points into continuous time series. These splines are assumed to represent the evolution of the atmospheric mixing ratios for the three GHGs. Global-mean radiative forcing for each GHG is computed using well-established, simple formulations. Newest published age scales are used for the ice core data. While CO2 is representing an integrated global signal, we compile only a southern hemisphere record of CH4 and identify how much larger a northern hemisphere or global CH4 record might have been due to its interhemispheric gradient. Data resolution and uncertainties are considered in the spline procedure and typical cutoff periods, defining the degree of smoothing, range from 5000 years for the less resolved older parts of the records to 4 years for the densely-sampled recent years. The data sets describe seamlessly the GHG evolution on orbital and millennial time scales for glacial and glacial-interglacial variations and on centennial and decadal time scales for anthropogenic times.",https://doi.org/10.1594/PANGAEA.871273,2017-07-20,https://doi.org/10.1594/PANGAEA.871273,PANGAEA
172506,A031308C-C0F7-4093-A9E5-92588F8DDE2A,"Bipolar Holocene Composite Ice Core CH4, d13C, and dD Data","Ice core Holocene composite Northern (GISP2, GRIP, and NGRIP) and Southern (WAIS, TALDICE, EDC) Hemisphere methane (CH4), carbon isotope (d13C), and hydrogen isotope (dD) data",noaa-icecore-25350,2018-12-07,https://www.ncdc.noaa.gov/paleo-search/study/25350,NOAA Paleoclimate Data Base
